UnitID,Institution Name,Sector of institution (HD2018),Level of institution (HD2018),Control of institution (HD2018),Degree-granting status (HD2018),Degree of urbanization (Urban-centric locale) (HD2018),Tribal college (HD2018),Historically Black College or University (HD2018),Graduation rate  total cohort (DRVGR2017_RV),Graduation rate  men (DRVGR2017_RV),Graduation rate  women (DRVGR2017_RV),Graduation rate  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate  Asian/Native Hawaiian/Other Pacific Islander (DRVGR2017_RV),Graduation rate  Asian (DRVGR2017_RV),Graduation rate  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate  Black  non-Hispanic (DRVGR2017_RV),Graduation rate  Hispanic (DRVGR2017_RV),Graduation rate  White  non-Hispanic (DRVGR2017_RV),Graduation rate  Nonresident alien (DRVGR2017_RV),Graduation rate  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  men (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  women (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian/Native Hawaiian/Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Black  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  White  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Nonresident alien (DRVGR2017_RV)
440819,Miami Ad School-San Francisco,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
119058,Middlebury Institute of International Studies at Monterey,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
454546,Milan Institute of Cosmetology-Fairfield,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
460516,Milan Institute of Cosmetology-La Quinta,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
454573,Milan Institute of Cosmetology-Visalia,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
457077,Milan Institute-Bakersfield,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
489760,Milan Institute-Bakersfield West,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
448895,Milan Institute-Fresno,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482060,Milan Institute-Merced,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
442657,Milan Institute-Palm Desert,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112288,Milan Institute-Visalia,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118888,Mills College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,69.0,,69.0,0.0,85.0,87.0,67.0,44.0,88.0,67.0,60.0,29.0,63.0,63.0,68.0,,68.0,0.0,94.0,100.0,67.0,38.0,86.0,66.0,63.0,33.0,60.0
118912,MiraCosta College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,31.0,30.0,33.0,17.0,41.0,44.0,0.0,26.0,28.0,32.0,57.0,38.0,24.0,,,,,,,,,,,,,,
118930,Mission College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,24.0,20.0,28.0,,24.0,24.0,0.0,11.0,22.0,23.0,35.0,0.0,29.0,,,,,,,,,,,,,,
118958,Modern Beauty Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
371928,Modern Technology School,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,87.0,82.0,90.0,,89.0,100.0,85.0,100.0,81.0,92.0,,100.0,78.0,,,,,,,,,,,,,,
118976,Modesto Junior College,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Midsize,No,No,19.0,16.0,22.0,0.0,18.0,19.0,13.0,9.0,17.0,21.0,0.0,26.0,23.0,,,,,,,,,,,,,,
118994,Moler Barber College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119067,Monterey Peninsula College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Midsize,No,No,27.0,24.0,29.0,,37.0,38.0,25.0,22.0,26.0,28.0,15.0,20.0,24.0,,,,,,,,,,,,,,
119137,Moorpark College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Midsize,No,No,38.0,35.0,41.0,33.0,42.0,43.0,14.0,40.0,29.0,43.0,28.0,33.0,40.0,,,,,,,,,,,,,,
460394,Moreno Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,17.0,18.0,17.0,0.0,22.0,16.0,50.0,10.0,18.0,20.0,,,19.0,,,,,,,,,,,,,,
119173,Mount Saint Mary's University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,66.0,55.0,66.0,0.0,68.0,70.0,50.0,50.0,68.0,70.0,0.0,64.0,44.0,46.0,70.0,55.0,71.0,0.0,72.0,71.0,100.0,57.0,72.0,62.0,50.0,75.0,
119164,Mt San Antonio College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,32.0,31.0,33.0,0.0,53.0,53.0,33.0,20.0,25.0,38.0,39.0,40.0,39.0,,,,,,,,,,,,,,
119216,Mt San Jacinto Community College District,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Midsize,No,No,26.0,24.0,28.0,25.0,44.0,45.0,25.0,14.0,25.0,26.0,,29.0,35.0,,,,,,,,,,,,,,
398130,Mt Sierra College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,27.0,32.0,11.0,,20.0,33.0,0.0,50.0,27.0,20.0,,50.0,0.0,13.0,27.0,32.0,11.0,,20.0,33.0,0.0,50.0,27.0,20.0,0.0,50.0,
382258,Mt. Diablo Adult Education-Mt. Diablo USD,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118189,MTI Business College Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118198,MTI College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,64.0,59.0,65.0,,80.0,83.0,50.0,58.0,60.0,66.0,0.0,56.0,45.0,,,,,,,,,,,,,,
119270,Musicians Institute,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,61.0,60.0,62.0,60.0,59.0,63.0,50.0,36.0,54.0,61.0,71.0,69.0,45.0,70.0,80.0,75.0,100.0,,100.0,100.0,,,0.0,100.0,,,86.0
490337,My Beauty & Barber College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439747,My Le's Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119331,Napa Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,34.0,32.0,35.0,,39.0,39.0,0.0,9.0,35.0,31.0,67.0,50.0,32.0,,,,,,,,,,,,,,
455868,National Career College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,84.0,57.0,87.0,,83.0,82.0,100.0,100.0,81.0,100.0,,,,,,,,,,,,,,,,,
371964,National Career Education,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,81.0,78.0,84.0,100.0,100.0,100.0,100.0,74.0,85.0,74.0,,100.0,100.0,,,,,,,,,,,,,,
119553,National Holistic Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447759,National Polytechnic College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,53.0,60.0,50.0,50.0,56.0,56.0,,50.0,54.0,44.0,0.0,,,,,,,,,,,,,,,,
119605,National University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,42.0,46.0,40.0,,100.0,100.0,,50.0,35.0,38.0,50.0,100.0,20.0,20.0,37.0,40.0,35.0,,,,,33.0,25.0,39.0,25.0,100.0,50.0
461148,New York Film Academy,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,73.0,71.0,77.0,,33.0,50.0,0.0,20.0,100.0,63.0,83.0,63.0,50.0,69.0,69.0,67.0,74.0,,,,,0.0,,86.0,50.0,53.0,78.0
119845,Newberry School of Beauty,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119775,Newschool of Architecture and Design,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,39.0,45.0,29.0,,25.0,25.0,,,33.0,29.0,100.0,67.0,,11.0,39.0,45.0,29.0,,25.0,25.0,,,33.0,29.0,,67.0,100.0
460464,Norco College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,24.0,24.0,25.0,0.0,41.0,42.0,33.0,18.0,23.0,28.0,50.0,0.0,0.0,,,,,,,,,,,,,,
119951,North Adrian's College of Beauty Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120023,North Orange County Community College District,Administrative Unit,Four or more years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
372028,North-West College-Glendale,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484376,North-West College-Long Beach,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,66.0,55.0,68.0,,58.0,63.0,50.0,44.0,70.0,84.0,,63.0,,,,,,,,,,,,,,,
120069,North-West College-Pomona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
445364,North-West College-Riverside,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,69.0,62.0,70.0,,82.0,83.0,80.0,58.0,72.0,59.0,,68.0,,,,,,,,,,,,,,,
484367,North-West College-Santa Ana,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,77.0,58.0,80.0,,75.0,71.0,100.0,75.0,77.0,85.0,,76.0,,,,,,,,,,,,,,,
120087,North-West College-Van Nuys,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120078,North-West College-West Covina,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,69.0,58.0,71.0,,80.0,79.0,100.0,90.0,69.0,62.0,,45.0,,,,,,,,,,,,,,,
444130,Northcentral University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
120184,Notre Dame de Namur University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,48.0,33.0,56.0,0.0,64.0,65.0,50.0,27.0,49.0,38.0,40.0,54.0,69.0,35.0,48.0,33.0,56.0,0.0,64.0,65.0,50.0,27.0,49.0,38.0,69.0,54.0,40.0
443207,NTMA Training Centers of Southern California,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120254,Occidental College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,84.0,83.0,85.0,,88.0,88.0,,86.0,86.0,85.0,71.0,69.0,84.0,80.0,84.0,83.0,85.0,,88.0,88.0,,86.0,86.0,85.0,84.0,69.0,71.0
120290,Ohlone College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,41.0,39.0,43.0,,50.0,50.0,20.0,29.0,30.0,40.0,46.0,50.0,30.0,,,,,,,,,,,,,,
491491,Oikos University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
120342,Orange Coast College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,39.0,37.0,40.0,40.0,53.0,53.0,20.0,30.0,27.0,39.0,48.0,44.0,28.0,,,,,,,,,,,,,,
120403,Otis College of Art and Design,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,55.0,48.0,58.0,100.0,62.0,61.0,100.0,56.0,59.0,40.0,57.0,50.0,50.0,47.0,55.0,48.0,58.0,100.0,62.0,61.0,100.0,56.0,59.0,40.0,50.0,50.0,57.0
120421,Oxnard College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,24.0,23.0,25.0,,39.0,39.0,,0.0,23.0,33.0,,50.0,24.0,,,,,,,,,,,,,,
422695,Pacific College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,79.0,89.0,76.0,100.0,100.0,100.0,,50.0,76.0,83.0,,50.0,,,,,,,,,,,,,,,
378576,Pacific College of Oriental Medicine-San Diego,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,33.0,0.0,38.0,0.0,0.0,0.0,,0.0,0.0,75.0,,,0.0,,,,,,,,,,,,,,
120768,Pacific Oaks College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
120795,Pacific School of Religion,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
120838,Pacific States University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,0.0
120865,Pacific Union College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Rural: Fringe,No,No,52.0,53.0,51.0,50.0,54.0,55.0,44.0,48.0,44.0,58.0,30.0,57.0,58.0,25.0,48.0,51.0,45.0,0.0,51.0,52.0,40.0,35.0,42.0,53.0,55.0,56.0,33.0
115746,Pacifica Graduate Institute,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Rural: Fringe,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
447731,Palace Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447722,Palladium Technical Academy Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120698,Palo Alto University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Rural: Fringe,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
120953,Palo Verde College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Distant,No,No,18.0,5.0,29.0,0.0,67.0,67.0,,0.0,16.0,22.0,,0.0,33.0,,,,,,,,,,,,,,
120971,Palomar College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,29.0,27.0,30.0,14.0,43.0,46.0,17.0,14.0,23.0,31.0,58.0,25.0,34.0,,,,,,,,,,,,,,
365125,Palomar Institute of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121628,Pardee RAND Graduate School,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
121044,Pasadena City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,36.0,34.0,39.0,33.0,56.0,56.0,20.0,13.0,24.0,34.0,51.0,55.0,38.0,,,,,,,,,,,,,,
459231,Paul Mitchell the School-East Bay,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
459198,Paul Mitchell the School-Fresno,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
459170,Paul Mitchell the School-Modesto,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
454768,Paul Mitchell the School-Pasadena,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455761,Paul Mitchell the School-Sacramento,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449968,Paul Mitchell the School-San Diego,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449986,Paul Mitchell the School-Sherman Oaks,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
457323,Paul Mitchell the School-Temecula,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439871,PCI College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,68.0,100.0,61.0,,67.0,67.0,,50.0,67.0,100.0,,,,,,,,,,,,,,,,,
121150,Pepperdine University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,85.0,82.0,87.0,100.0,91.0,90.0,100.0,75.0,82.0,85.0,82.0,93.0,87.0,77.0,85.0,82.0,87.0,100.0,91.0,90.0,100.0,75.0,82.0,85.0,87.0,93.0,82.0
121178,Peralta Community College System Office,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
434140,Pima Medical Institute-Chula Vista,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,75.0,70.0,77.0,50.0,75.0,74.0,100.0,57.0,76.0,79.0,,67.0,72.0,,,,,,,,,,,,,,
492449,Pima Medical Institute-San Marcos,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
121257,Pitzer College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,83.0,82.0,84.0,100.0,79.0,79.0,,100.0,88.0,80.0,90.0,89.0,84.0,76.0,83.0,82.0,84.0,100.0,79.0,79.0,,100.0,88.0,80.0,84.0,89.0,90.0
490878,Platt College-Anaheim,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
260789,Platt College-Los Angeles,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,61.0,52.0,65.0,50.0,69.0,77.0,33.0,33.0,62.0,56.0,,,67.0,,,,,,,,,,,,,,
432384,Platt College-Ontario,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,57.0,57.0,57.0,0.0,67.0,67.0,,52.0,58.0,53.0,,100.0,50.0,,,,,,,,,,,,,,
480204,Platt College-Riverside,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
121275,Platt College-San Diego,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,83.0,79.0,89.0,0.0,100.0,100.0,,83.0,73.0,81.0,100.0,100.0,100.0,,,,,,,,,,,,,,
121309,Point Loma Nazarene University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,74.0,65.0,80.0,62.0,73.0,74.0,60.0,58.0,73.0,76.0,,50.0,100.0,64.0,74.0,65.0,80.0,62.0,73.0,74.0,60.0,58.0,73.0,76.0,100.0,50.0,
121345,Pomona College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,93.0,91.0,95.0,,95.0,95.0,,100.0,95.0,93.0,81.0,97.0,92.0,89.0,93.0,91.0,95.0,,95.0,95.0,,100.0,95.0,93.0,92.0,97.0,81.0
372082,Pomona Unified School District Adult and Career Education,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121363,Porterville College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,28.0,27.0,29.0,100.0,45.0,45.0,,0.0,26.0,34.0,0.0,0.0,0.0,,,,,,,,,,,,,,
416458,Premiere Career College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,84.0,87.0,83.0,,84.0,84.0,,91.0,83.0,83.0,,,100.0,,,,,,,,,,,,,,
490045,Presbyterian Theological Seminary in America,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
486433,Presidio Graduate School,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
491853,Princess Institute of Beauty,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Town: Distant,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
437750,Professional Golfers Career College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,44.0,43.0,50.0,0.0,33.0,33.0,,67.0,0.0,47.0,25.0,,,,,,,,,,,,,,,,
121433,Professional Institute of Beauty,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455770,Providence Christian College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,57.0,67.0,50.0,,,,,,0.0,80.0,0.0,,,57.0,57.0,67.0,50.0,,,,,,0.0,80.0,,,0.0
438665,Rancho Santiago Community College District Office,Administrative Unit,Four or more years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
114637,Redondo Beach Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117052,Reedley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Town: Distant,No,No,24.0,23.0,25.0,29.0,32.0,33.0,0.0,15.0,22.0,29.0,,0.0,24.0,,,,,,,,,,,,,,
490197,Regan Career Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121886,Rio Hondo College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,20.0,19.0,20.0,,49.0,49.0,,0.0,16.0,7.0,0.0,0.0,40.0,,,,,,,,,,,,,,
121901,Riverside City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,28.0,26.0,29.0,14.0,46.0,48.0,22.0,18.0,23.0,33.0,57.0,50.0,31.0,,,,,,,,,,,,,,
