UnitID,Institution Name,Sector of institution (HD2018),Level of institution (HD2018),Control of institution (HD2018),Degree-granting status (HD2018),Degree of urbanization (Urban-centric locale) (HD2018),Tribal college (HD2018),Historically Black College or University (HD2018),Graduation rate  total cohort (DRVGR2017_RV),Graduation rate  men (DRVGR2017_RV),Graduation rate  women (DRVGR2017_RV),Graduation rate  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate  Asian/Native Hawaiian/Other Pacific Islander (DRVGR2017_RV),Graduation rate  Asian (DRVGR2017_RV),Graduation rate  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate  Black  non-Hispanic (DRVGR2017_RV),Graduation rate  Hispanic (DRVGR2017_RV),Graduation rate  White  non-Hispanic (DRVGR2017_RV),Graduation rate  Nonresident alien (DRVGR2017_RV),Graduation rate  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  men (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  women (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian/Native Hawaiian/Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Black  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  White  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Nonresident alien (DRVGR2017_RV)
467368,Carrington College-Pomona,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,47.0,17.0,49.0,100.0,0.0,,0.0,0.0,46.0,62.0,,,,,,,,,,,,,,,,,
125532,Carrington College-Sacramento,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,56.0,52.0,57.0,100.0,83.0,91.0,0.0,33.0,61.0,60.0,,42.0,33.0,,,,,,,,,,,,,,
437936,Carrington College-San Jose,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,74.0,64.0,76.0,,50.0,100.0,0.0,100.0,76.0,69.0,100.0,0.0,80.0,,,,,,,,,,,,,,
246974,Carrington College-San Leandro,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Small,No,No,68.0,46.0,71.0,100.0,92.0,90.0,100.0,57.0,69.0,64.0,100.0,,60.0,,,,,,,,,,,,,,
450696,Carrington College-Stockton,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,65.0,52.0,66.0,,65.0,68.0,50.0,67.0,67.0,58.0,,100.0,50.0,,,,,,,,,,,,,,
111638,Casa Loma College-Van Nuys,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,City: Large,No,No,37.0,14.0,48.0,,33.0,33.0,,80.0,27.0,50.0,,,,,,,,,,,,,,,,,
439367,CBD College,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,City: Large,No,No,77.0,85.0,73.0,,91.0,90.0,100.0,63.0,77.0,78.0,,,,,,,,,,,,,,,,,
419183,Central California School of Continuing Education,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,87.0,88.0,86.0,,50.0,50.0,,100.0,90.0,86.0,,0.0,,,,,,,,,,,,,,,
378105,Central Coast College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,70.0,100.0,68.0,100.0,0.0,0.0,,,77.0,56.0,,50.0,0.0,,,,,,,,,,,,,,
111887,Cerritos College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,24.0,21.0,27.0,19.0,40.0,40.0,33.0,24.0,22.0,19.0,35.0,28.0,35.0,,,,,,,,,,,,,,
111896,Cerro Coso Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,18.0,13.0,22.0,,0.0,0.0,0.0,22.0,18.0,21.0,,0.0,18.0,,,,,,,,,,,,,,
444510,CES College,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
381255,CET-Coachella,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111744,CET-Colton,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111726,CET-El Centro,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
381282,CET-Oxnard,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111799,CET-Salinas,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111708,CET-San Diego,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111717,CET-San Jose,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
381325,CET-Santa Maria,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
468769,CET-Soledad,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",Town: Distant,No,No,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111762,CET-Watsonville,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111920,Chabot College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,33.0,32.0,33.0,0.0,45.0,46.0,23.0,23.0,22.0,43.0,29.0,13.0,33.0,,,,,,,,,,,,,,
111939,Chaffey College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,23.0,23.0,24.0,,38.0,41.0,0.0,10.0,23.0,32.0,16.0,24.0,9.0,,,,,,,,,,,,,,
489353,Chamberlain University-California,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
422190,Champion Institute of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111948,Chapman University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,79.0,75.0,82.0,50.0,87.0,88.0,0.0,61.0,80.0,79.0,76.0,67.0,77.0,69.0,79.0,75.0,82.0,50.0,87.0,88.0,0.0,61.0,80.0,79.0,77.0,67.0,76.0
123493,Charles A Jones Career and Education Center,"Public, 2-year",At least 2 but less than 4 years,Public,"Nondegree-granting, primarily postsecondary",City: Large,No,No,75.0,76.0,74.0,100.0,73.0,75.0,60.0,74.0,74.0,79.0,,60.0,,,,,,,,,,,,,,,
111966,Charles R Drew University of Medicine and Science,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,25.0,0.0,50.0,,,,,0.0,50.0,,,,,0.0,25.0,0.0,50.0,,,,,0.0,50.0,,,,
112127,Church Divinity School of the Pacific,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
461829,Cinta Aveda Institute,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,90.0,62.0,99.0,67.0,75.0,75.0,,100.0,88.0,100.0,,85.0,93.0,,,,,,,,,,,,,,
112172,Citrus College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,38.0,33.0,43.0,100.0,51.0,51.0,0.0,28.0,33.0,49.0,43.0,100.0,36.0,,,,,,,,,,,,,,
112181,Citrus Heights Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112190,City College of San Francisco,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,32.0,30.0,35.0,0.0,40.0,40.0,13.0,17.0,18.0,28.0,39.0,25.0,36.0,,,,,,,,,,,,,,
112251,Claremont Graduate University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
488387,Claremont Lincoln University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
112260,Claremont McKenna College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,90.0,90.0,90.0,,97.0,97.0,,82.0,88.0,89.0,83.0,96.0,100.0,84.0,90.0,90.0,90.0,,97.0,97.0,,82.0,88.0,89.0,100.0,96.0,83.0
124283,Claremont School of Theology,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
112367,Clovis Adult Education,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
489201,Clovis Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
449393,Coachella Valley Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485412,Coachella Valley Beauty College-Hemet,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Midsize,No,No,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112376,Coast Community College District Office,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
450988,Coastline Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112385,Coastline Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,19.0,16.0,22.0,,30.0,31.0,0.0,3.0,16.0,24.0,17.0,50.0,0.0,,,,,,,,,,,,,,
112455,Coba Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112394,Cogswell College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,37.0,40.0,25.0,0.0,60.0,33.0,100.0,100.0,11.0,38.0,,40.0,50.0,28.0,37.0,40.0,25.0,0.0,60.0,33.0,100.0,100.0,11.0,38.0,50.0,40.0,
420608,Colleen O'Haras Beauty Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108667,College of Alameda,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,31.0,34.0,28.0,,47.0,47.0,,13.0,14.0,33.0,50.0,40.0,13.0,,,,,,,,,,,,,,
118347,College of Marin,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,30.0,33.0,26.0,100.0,33.0,37.0,0.0,0.0,29.0,33.0,29.0,0.0,33.0,,,,,,,,,,,,,,
122791,College of San Mateo,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,39.0,38.0,40.0,,44.0,44.0,44.0,31.0,30.0,46.0,38.0,50.0,49.0,,,,,,,,,,,,,,
111461,College of the Canyons,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,36.0,33.0,39.0,0.0,45.0,45.0,0.0,20.0,31.0,43.0,38.0,0.0,41.0,,,,,,,,,,,,,,
113573,College of the Desert,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,26.0,24.0,29.0,0.0,43.0,46.0,0.0,12.0,27.0,25.0,21.0,0.0,55.0,,,,,,,,,,,,,,
121707,College of the Redwoods,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,20.0,20.0,21.0,14.0,18.0,20.0,0.0,0.0,13.0,23.0,,33.0,27.0,,,,,,,,,,,,,,
123217,College of the Sequoias,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,29.0,26.0,32.0,10.0,30.0,32.0,0.0,23.0,28.0,34.0,44.0,42.0,30.0,,,,,,,,,,,,,,
123484,College of the Siskiyous,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Town: Remote,No,No,30.0,32.0,23.0,0.0,25.0,33.0,0.0,21.0,23.0,36.0,,29.0,7.0,,,,,,,,,,,,,,
112561,Columbia College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,23.0,20.0,27.0,0.0,0.0,0.0,,0.0,28.0,23.0,,0.0,,,,,,,,,,,,,,,
112570,Columbia College Hollywood,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,50.0,38.0,65.0,0.0,83.0,83.0,,14.0,43.0,54.0,100.0,0.0,33.0,41.0,50.0,37.0,65.0,0.0,83.0,83.0,,14.0,43.0,54.0,33.0,0.0,100.0
446163,Community Christian College,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,City: Small,No,No,27.0,20.0,29.0,0.0,,,,67.0,28.0,25.0,0.0,,0.0,,,,,,,,,,,,,,
112686,Compton College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,18.0,15.0,21.0,,20.0,33.0,0.0,10.0,21.0,25.0,,,0.0,,,,,,,,,,,,,,
123679,Concorde Career College-Garden Grove,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,74.0,71.0,75.0,100.0,75.0,76.0,60.0,53.0,74.0,80.0,,70.0,73.0,,,,,,,,,,,,,,
124937,Concorde Career College-North Hollywood,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,75.0,69.0,78.0,100.0,72.0,70.0,80.0,65.0,78.0,76.0,,68.0,71.0,,,,,,,,,,,,,,
124706,Concorde Career College-San Bernardino,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,78.0,73.0,79.0,100.0,82.0,79.0,100.0,59.0,79.0,84.0,,77.0,74.0,,,,,,,,,,,,,,
120661,Concorde Career College-San Diego,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,75.0,75.0,74.0,25.0,74.0,72.0,84.0,61.0,76.0,84.0,,80.0,71.0,,,,,,,,,,,,,,
112075,Concordia University-Irvine,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,65.0,60.0,68.0,,50.0,47.0,100.0,50.0,54.0,69.0,100.0,57.0,69.0,56.0,65.0,60.0,68.0,,50.0,47.0,100.0,50.0,54.0,69.0,69.0,57.0,100.0
112826,Contra Costa College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,25.0,24.0,26.0,,29.0,30.0,0.0,18.0,23.0,24.0,52.0,0.0,14.0,,,,,,,,,,,,,,
112817,Contra Costa Community College District Office,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
491950,Contra Costa Medical Career College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
395362,Copper Mountain Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Distant,No,No,18.0,18.0,18.0,0.0,0.0,0.0,,29.0,10.0,23.0,,,13.0,,,,,,,,,,,,,,
459189,Cosmo Beauty Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481395,Cosmo Factory Cosmetology Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
113096,Cosumnes River College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,24.0,24.0,24.0,0.0,30.0,31.0,0.0,16.0,16.0,30.0,17.0,0.0,28.0,,,,,,,,,,,,,,
113111,Crafton Hills College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,29.0,27.0,31.0,0.0,33.0,33.0,33.0,38.0,24.0,36.0,0.0,,28.0,,,,,,,,,,,,,,
371830,CRU Institute of Cosmetology and Barbering,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
113193,Cuesta College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Small,No,No,33.0,30.0,36.0,50.0,67.0,67.0,,22.0,25.0,35.0,25.0,0.0,36.0,,,,,,,,,,,,,,
113218,Cuyamaca College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,26.0,19.0,32.0,,29.0,29.0,,19.0,24.0,29.0,0.0,0.0,24.0,,,,,,,,,,,,,,
113236,Cypress College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,36.0,35.0,37.0,,51.0,51.0,38.0,48.0,28.0,32.0,46.0,26.0,47.0,,,,,,,,,,,,,,
113333,De Anza College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,62.0,59.0,66.0,33.0,73.0,74.0,27.0,49.0,44.0,59.0,70.0,43.0,60.0,,,,,,,,,,,,,,
488192,DeHart Technical School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
113537,Dell'Arte International School of Physical Theatre,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Rural: Fringe,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
113582,Design Institute of San Diego,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,50.0,100.0,45.0,,,,,,50.0,44.0,100.0,,,42.0,50.0,100.0,45.0,,,,,,50.0,44.0,,,100.0
441256,Design's School of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482431,DeVry University-California,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,32.0,31.0,34.0,0.0,46.0,46.0,40.0,38.0,31.0,42.0,44.0,11.0,0.0,23.0,30.0,30.0,31.0,0.0,50.0,52.0,25.0,29.0,29.0,42.0,0.0,5.0,50.0
113634,Diablo Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,45.0,44.0,46.0,,45.0,46.0,29.0,12.0,29.0,40.0,67.0,75.0,41.0,,,,,,,,,,,,,,
476780,Diamond Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
395690,Diversified Vocational College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
113704,Dominican School of Philosophy & Theology,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
113698,Dominican University of California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,72.0,59.0,77.0,,87.0,90.0,60.0,71.0,70.0,71.0,38.0,76.0,53.0,62.0,72.0,59.0,77.0,,87.0,90.0,60.0,71.0,70.0,71.0,53.0,76.0,38.0
122117,Dongguk University-Los Angeles,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
371690,Downey Adult School,"Public, 2-year",At least 2 but less than 4 years,Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,68.0,76.0,66.0,100.0,56.0,60.0,0.0,85.0,83.0,78.0,,13.0,,,,,,,,,,,,,,,
451006,Eagle Rock College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,54.0,29.0,69.0,,75.0,75.0,,67.0,91.0,100.0,5.0,,50.0,,,,,,,,,,,,,,
113856,East Los Angeles College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,31.0,32.0,30.0,,49.0,49.0,0.0,18.0,20.0,17.0,50.0,85.0,22.0,,,,,,,,,,,,,,
413802,East San Gabriel Valley Regional Occupational Program,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,78.0,73.0,79.0,0.0,100.0,100.0,,67.0,78.0,75.0,,,100.0,,,,,,,,,,,,,,
113980,El Camino Community College District,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,32.0,28.0,35.0,,51.0,52.0,38.0,16.0,24.0,46.0,46.0,0.0,45.0,,,,,,,,,,,,,,
114044,Elegance International,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
461607,Elite Cosmetology School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Town: Distant,No,No,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114114,Emperor's College of Traditional Oriental Medicine,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
114123,Empire College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,58.0,54.0,59.0,50.0,60.0,67.0,50.0,20.0,55.0,62.0,,,,,,,,,,,,,,,,,
124487,Epic Bible College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,
417062,Estes Institute of Cosmetology Arts and Science,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114266,Evergreen Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,32.0,25.0,39.0,60.0,33.0,33.0,0.0,67.0,28.0,46.0,30.0,30.0,57.0,,,,,,,,,,,,,,
114433,Feather River Community College District,"Public, 4-year or above",Four or more years,Public,Degree-granting,Rural: Fringe,No,No,35.0,26.0,50.0,0.0,50.0,33.0,67.0,19.0,28.0,45.0,14.0,21.0,31.0,,,,,,,,,,,,,,
114460,Federico Beauty Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114354,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,63.0,57.0,64.0,33.0,76.0,77.0,67.0,60.0,63.0,64.0,73.0,56.0,42.0,,,,,,,,,,,,,,
114415,FIDM-Fashion Institute of Design & Merchandising-Orange County,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,63.0,57.0,64.0,33.0,76.0,77.0,67.0,60.0,63.0,64.0,73.0,56.0,42.0,,,,,,,,,,,,,,
248846,FIDM-Fashion Institute of Design & Merchandising-San Diego,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,63.0,57.0,64.0,33.0,76.0,77.0,67.0,60.0,63.0,64.0,73.0,56.0,42.0,,,,,,,,,,,,,,
114390,FIDM-Fashion Institute of Design & Merchandising-San Francisco,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,63.0,57.0,64.0,33.0,76.0,77.0,67.0,60.0,63.0,64.0,73.0,56.0,42.0,,,,,,,,,,,,,,
114549,Fielding Graduate University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
114585,Five Branches University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
476513,Flair Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
